specieskey	highertaxon_key	kingdom	phylum	order	family	genus	species
1259054	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Acampsohelcon	Acampsohelcon rasnitzini
1259136	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Diospilites	Diospilites brevicornis
1259439	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Spathius	Spathius pedicularis
1259476	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Spathius	Spathius macroradialis
1260151	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Doryctomorpha	Doryctomorpha tertiaria
1260411	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Protorhyssalus	Protorhyssalus goldmani
1260481	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Hormius	Hormius submersus
1260784	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Polystenus	Polystenus obduratus
1261364	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Ascogaster	Ascogaster dilatata
1261367	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Ascogaster	Ascogaster longicauda
1261376	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Ascogaster	Ascogaster praevolans
1261382	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Ascogaster	Ascogaster thoracica
1261395	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Ascogaster	Ascogaster pinicola
1261402	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Ascogaster	Ascogaster adentata
1261416	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Ascogaster	Ascogaster pentagona
1261474	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Ascogaster	Ascogaster sylvestris
1261503	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Ascogaster	Ascogaster submersa
1261553	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Ascogaster	Ascogaster robusta
1261555	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Ascogaster	Ascogaster gracilicornis
1261557	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Ascogaster	Ascogaster rutilipes
1262025	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Rhyssalus	Rhyssalus brevicornis
1262032	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Rhyssalus	Rhyssalus rugosus
1262152	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Bracon	Bracon vasseuri
1262268	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Bracon	Bracon macrostigma
1262648	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Bracon	Bracon laminarum
1262704	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Bracon	Bracon pallidus
1262952	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Bracon	Bracon cockerelli
1263127	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Bracon	Bracon praeteritus
1263137	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Bracon	Bracon induratus
1263276	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Cremnops	Cremnops florissanticola
1263429	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Ephedrus	Ephedrus primordialis
1263452	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Ephedrus	Ephedrus mirabilis
1263587	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Palaeoblacus	Palaeoblacus aculeatus
1263770	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Meteorites	Meteorites inopinata
1264018	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Anacanthobracon	Anacanthobracon femorator
1264090	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Colastes	Colastes abrogatus
1264662	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Ecphylus	Ecphylus oculatus
1264671	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Promonolexis	Promonolexis klebsi
1264677	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Sinobracon	Sinobracon speciosus
1265326	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Snellenius	Snellenius succinalis
1265579	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Ichneutes	Ichneutes stigmaticus
1265602	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Ichneutes	Ichneutes contortus
1265604	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Diodontogaster	Diodontogaster bidentata
1265804	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Aivalykus	Aivalykus dominicanus
1267291	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Chelonus	Chelonus solidus
1267299	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Chelonus	Chelonus muratus
1267525	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Hecabolus	Hecabolus gladiator
1268049	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Apanteles	Apanteles concinnus
1268059	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Apanteles	Apanteles macrophthalmus
1268773	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Protodiaeretiella	Protodiaeretiella berdlandi
1268840	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Promonoctonia	Promonoctonia quievreuxi
1269023	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Praeaphidius	Praeaphidius microphthalmus
1269192	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Aphidius	Aphidius maximus
1269209	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Aphidius	Aphidius macrophthalmus
1269286	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Pseudaphidius	Pseudaphidius fosiliferus
1269287	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Pseudaphidius	Pseudaphidius nigrofacies
1269288	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Pseudaphidius	Pseudaphidius cenozoicum
1269289	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Pseudaphidius	Pseudaphidius torneli
1269290	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Pseudaphidius	Pseudaphidius pseudogranarius
1269291	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Pseudaphidius	Pseudaphidius oligocenus
1269292	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Pseudaphidius	Pseudaphidius lysiphleboides
1269293	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Pseudaphidius	Pseudaphidius saliniferus
1269294	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Pseudaphidius	Pseudaphidius premedicaginis
1269295	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Pseudaphidius	Pseudaphidius oligoarundinis
1269498	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Archipraon	Archipraon gausai
1269589	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Propraon	Propraon cellulare
1270898	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Bassus	Bassus filipalpis
1271889	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Masona	Masona pyriceps
1272248	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Cantharoctonus	Cantharoctonus bruesii
1272255	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Fushunobracon	Fushunobracon orientalis
1272270	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Miracoides	Miracoides proteus
1272589	1457	Animalia	Arthropoda	Hymenoptera	Braconidae	Parasyrrhizus	Parasyrrhizus ludens
1274852	1457	Animalia	Arthropoda	Hymenoptera	Ichneumonidae	Palaeometopius	Palaeometopius eocenicus
1275119	1457	Animalia	Arthropoda	Hymenoptera	Ichneumonidae	Catachora	Catachora minor
1275613	1457	Animalia	Arthropoda	Hymenoptera	Ichneumonidae	Paratanychora	Paratanychora mongoliensis
1275953	1457	Animalia	Arthropoda	Hymenoptera	Ichneumonidae	Urotryphon	Urotryphon pusillus
1276061	1457	Animalia	Arthropoda	Hymenoptera	Ichneumonidae	Eubaeus	Eubaeus leiponeura
1276204	1457	Animalia	Arthropoda	Hymenoptera	Ichneumonidae	Lygurella	Lygurella tibialis
1276340	1457	Animalia	Arthropoda	Hymenoptera	Ichneumonidae	Porizon	Porizon exsectus
1277212	1457	Animalia	Arthropoda	Hymenoptera	Ichneumonidae	Itoplectis	Itoplectis saxosa
1277853	1457	Animalia	Arthropoda	Hymenoptera	Ichneumonidae	Pimpla	Pimpla senilis
1277858	1457	Animalia	Arthropoda	Hymenoptera	Ichneumonidae	Pimpla	Pimpla cyclostigmata
1277863	1457	Animalia	Arthropoda	Hymenoptera	Ichneumonidae	Pimpla	Pimpla revelata
1277881	1457	Animalia	Arthropoda	Hymenoptera	Ichneumonidae	Pimpla	Pimpla morticina
1277891	1457	Animalia	Arthropoda	Hymenoptera	Ichneumonidae	Pimpla	Pimpla appendigera
1277907	1457	Animalia	Arthropoda	Hymenoptera	Ichneumonidae	Pimpla	Pimpla eocenica
1277959	1457	Animalia	Arthropoda	Hymenoptera	Ichneumonidae	Pimpla	Pimpla indura
1278017	1457	Animalia	Arthropoda	Hymenoptera	Ichneumonidae	Pimpla	Pimpla succini
1278018	1457	Animalia	Arthropoda	Hymenoptera	Ichneumonidae	Pimpla	Pimpla seyrigi
1278038	1457	Animalia	Arthropoda	Hymenoptera	Ichneumonidae	Pimpla	Pimpla impuncta
1278050	1457	Animalia	Arthropoda	Hymenoptera	Ichneumonidae	Pimpla	Pimpla decessa
